epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,18004,0.48407,0.93009,0.94139,0.94779,0.88468,0.93162,0.78764,0.45317,0.80214,0.93068,0.000415584,0.000415584,0.000415584
143,18130.4,0.47794,0.93097,0.93992,0.94554,0.88692,0.93166,0.78826,0.45281,0.80325,0.92925,0.000403222,0.000403222,0.000403222
144,18256.5,0.48022,0.92674,0.94312,0.94642,0.88743,0.9315,0.78908,0.45239,0.80306,0.92907,0.00039101,0.00039101,0.00039101
145,18384.3,0.48254,0.92176,0.93764,0.94444,0.88927,0.93105,0.79089,0.45304,0.80381,0.92968,0.00037895,0.00037895,0.00037895
146,18511.5,0.48004,0.9174,0.93985,0.94274,0.88766,0.93119,0.79113,0.45253,0.80222,0.92944,0.000367046,0.000367046,0.000367046
147,18638.7,0.48527,0.92835,0.9449,0.94512,0.88392,0.93131,0.79128,0.45198,0.80222,0.92894,0.000355301,0.000355301,0.000355301
148,18764.7,0.47671,0.91496,0.93709,0.93406,0.89447,0.93236,0.79161,0.45141,0.80031,0.92824,0.000343718,0.000343718,0.000343718
149,18892.1,0.47832,0.9205,0.93478,0.94819,0.88364,0.93254,0.78961,0.4513,0.79933,0.928,0.000332298,0.000332298,0.000332298
150,19018.7,0.47547,0.90234,0.92981,0.94872,0.88523,0.93322,0.789,0.45108,0.79648,0.92779,0.000321046,0.000321046,0.000321046
151,19145.5,0.47495,0.9196,0.93901,0.94895,0.88558,0.93302,0.78819,0.45102,0.79773,0.92769,0.000309964,0.000309964,0.000309964
152,19272.1,0.47742,0.90375,0.93618,0.94888,0.88692,0.93329,0.78894,0.45059,0.79741,0.92719,0.000299055,0.000299055,0.000299055
